video,numFrame,seconds,fps,rfps,subset,featureFrame
AzHFYAmVFSg,360,12,30,30,training,360
WLIhYFFU9Z8,377,13,29,29,training,377
_JPX-cEahWg,400,16,25,25,training,400
cGcZAbph_5I,288,12,24,24,training,288
VeTEOnrpEaY,420,14,30,30,validation,420
eqUBLPHACA0,319,11,29,29,training,319
vKVNYNFF3Js,330,11,30,30,training,330
Nw2HpOtjfsY,330,11,30,30,validation,330
kaMEoFpeH-Y,3300,110,30,30,validation,3300
KpS7toGl3T0,2640,110,24,24,validation,2640
aYghin2HM9Q,3393,117,29,29,training,3393
nImVVszIMuE,3335,115,29,29,training,3335
yDZLAcpozfo,4176,144,29,29,training,4176
jIxFl267SFU,3799,131,29,29,null,3799
csMoV2ehH00,2800,112,25,25,training,2800
iA8EitAOyzI,3330,111,30,30,training,3330
F2e7jkLnw4k,3990,133,30,30,training,3990
3BIz_dTNocY,3190,110,29,29,training,3190
UlZVLdbWAms,2825,113,25,25,training,2825
J-SyK7qSQtw,2750,110,25,25,training,2750
uvgnjoOMg4c,3190,110,29,29,validation,3190
ttBQqjW_xqg,3300,110,30,30,training,3300
aac-ClzYXFo,1815,121,15,15,training,1815
0DvaZWrztf4,3190,110,29,29,training,3190
bQotkvn3xQ4,2975,119,25,25,training,2975
R22Bqji2oag,3712,128,29,29,training,3712
BfTn6d1u6Ig,3300,110,30,30,training,3300
qgJAnpo4TRc,3364,116,29,29,validation,3364
kM1cjpby21Q,3190,110,29,29,validation,3190
DjAo_9eSPWI,3300,110,30,30,null,3300
YeOI9pA5dvU,3330,111,30,30,validation,3330
8sCigrJ5g5s,3248,112,29,29,training,3248
pDJXmj9Vk5s,2622,114,23,23,training,2622
9eZDp600Ysc,3330,111,30,30,validation,3330
bDOZz0x8oBc,3915,135,29,29,training,3915
cw9Nj8IJskc,3570,119,30,30,training,3570
4zyI6vn9Azg,3330,111,30,30,training,3330
Rv2M3LT7h6w,3248,112,29,29,validation,3248
n75VbvMewCw,5481,189,29,29,validation,5481
MsSrun0Ydlo,3857,133,29,29,validation,3857
ASC_kiMaOes,3330,111,30,30,training,3330
t0wuWn_zjzs,3330,111,30,30,training,3330
rMevUkC0xq4,2825,113,25,25,training,2825
vfGm4-5jieA,3219,111,29,29,null,3219
PHndR2AW5eE,1665,111,15,15,training,1665
wYRjffGxv3g,2775,111,25,25,training,2775
tHkpo45a3KE,3335,115,29,29,training,3335
SwvpsbRCy9M,3330,111,30,30,training,3330
7Da1KW4QKOY,3741,129,29,29,training,3741
TmVj8M48B2o,3360,112,30,30,training,3360
PbeQ6Ybp5eA,4640,160,29,29,training,4640
QVCVKRvTSZk,3275,131,25,25,validation,3275
lc9Gq2T9sCo,3330,111,30,30,training,3330
FqTlZy5hULY,5675,227,25,25,training,5675
iO_-LY9Acx4,3248,112,29,29,training,3248
5E8Hjfb2a1Y,1845,123,15,15,null,1845
#NAME?,2850,114,25,25,training,2850
CkD4QFaWxew,2576,112,23,23,null,2576
utApQ8Hj-SI,3360,112,30,30,training,3360
M8Ijxd6KlIo,3100,124,25,25,validation,3100
bayGLS3dZyo,3596,124,29,29,training,3596
V6TQTZVNFH0,3248,112,29,29,null,3248
KgRjlII1Gao,3400,136,25,25,training,3400
35ry8s8xL2k,3360,112,30,30,training,3360
rcqjGxQVyqE,3277,113,29,29,training,3277
jcfwsbBTbSs,3277,113,29,29,training,3277
cXwUb1Sj294,3277,113,29,29,training,3277
MQaxuKuc0l4,3390,113,30,30,null,3390
x9rBL0qxQ2A,8430,281,30,30,training,8430
3QZLJw1xRYY,3990,133,30,30,training,3990
s2Cx63bJ1ts,5400,180,30,30,training,5400
u3jsTEl_2_g,3510,117,30,30,validation,3510
MvnrTF1tEZc,3150,126,25,25,training,3150
JEmnKw7n9Y0,3390,113,30,30,training,3390
mgr66qFGPWo,3390,113,30,30,training,3390
eZT9tg5B9NM,3277,113,29,29,training,3277
hvmsZ4amdwk,2975,119,25,25,validation,2975
3P51VyYe7r4,3570,119,30,30,training,3570
BMpelhWvS0s,3799,131,29,29,validation,3799
4B5bTzNpMFA,3450,115,30,30,null,3450
RdHtnGOMfhk,3390,113,30,30,training,3390
97OMmMNgi7Y,3277,113,29,29,training,3277
RlrxNjCLMMc,3509,121,29,29,null,3509
bZHgpKMVD5Y,3450,115,30,30,training,3450
0kp-IunDkvs,3828,132,29,29,validation,3828
R65Cj4aW9Pw,3393,117,29,29,training,3393
aVDDWQBKv1Y,2850,114,25,25,null,2850
oXsUy7EhqdQ,2850,114,25,25,training,2850
5UbtMxosmLs,2850,114,25,25,training,2850
hJ_jGQ8DnNI,3480,116,30,30,training,3480
6_qh2DHg3Y8,2850,114,25,25,training,2850
KJTHxu9HkLs,3625,125,29,29,training,3625
YG6xyMXdVa0,4495,155,29,29,null,4495
jauxXtZPZjk,3420,114,30,30,null,3420
YivLI0cHGZ8,3306,114,29,29,training,3306
ssE0gECtf2c,1250,125,10,10,training,1250
tX9y5-mDaZA,4785,165,29,29,training,4785
f4YEAAy-Ktg,3420,114,30,30,training,3420
OgAxXnBhgw0,1161,129,9,9,validation,1161
tGMLzlOAHHg,3780,126,30,30,training,3780
OsrgRhi7IYI,3450,115,30,30,training,3450
MmENP49JkFQ,2645,115,23,23,training,2645
jS5H9YRxabc,2645,115,23,23,training,2645
qjf_4tFWT9A,3450,115,30,30,training,3450
abeYJaTxsP8,3000,120,25,25,training,3000
WPF4qCKy0CE,3096,129,24,24,training,3096
sc-H81l7oE0,2875,115,25,25,training,2875
F53wV97p3vQ,3335,115,29,29,validation,3335
RJPdTh2T5-A,3450,115,30,30,validation,3450
Oq48MOhIWQA,3335,115,29,29,training,3335
qXyIDywYNZU,3828,132,29,29,training,3828
1UEDMlV5q3A,3300,132,25,25,training,3300
4IBYnRk94oo,2852,124,23,23,training,2852
mAZaLaa7FIs,5162,178,29,29,validation,5162
pGNSTbrTVxc,3450,115,30,30,training,3450
dw1FZXjF89Y,3422,118,29,29,training,3422
tyF2XAk4njc,2875,115,25,25,training,2875
L-HHfeO4Bxs,3422,118,29,29,validation,3422
Ew263CUZtc0,3456,144,24,24,training,3456
7gLpLmsAcoQ,3364,116,29,29,training,3364
xzlZLF5X1mc,1740,116,15,15,training,1740
906i2dPAW3k,3510,117,30,30,validation,3510
JmKYSK0ngMQ,3451,119,29,29,training,3451
OLWQ59w1b58,3175,127,25,25,training,3175
rbPYffEigK8,3364,116,29,29,training,3364
ixc7gZVXVqE,3540,118,30,30,training,3540
xF2k0Ct0qYU,3075,123,25,25,training,3075
7_4h7JGJ8Bo,3480,116,30,30,training,3480
Z6yAWaAK2uU,3125,125,25,25,validation,3125
W5qr67uWhfs,12570,419,30,30,training,12570
h9B324wjI_k,3451,119,29,29,training,3451
qXCyrnhFN-M,3690,123,30,30,training,3690
_4dQ6WhT0RU,3750,125,30,30,validation,3750
gGrP2G3pwH0,3567,123,29,29,training,3567
PtsK5cK9BkU,3480,116,30,30,validation,3480
ay3R7HiM_F0,3393,117,29,29,training,3393
faXk4dmiMQ0,2925,117,25,25,training,2925
lPf4w0lrQIg,3393,117,29,29,training,3393
4td7eDnbkOQ,1755,117,15,15,validation,1755
mejLByoc0SI,3393,117,29,29,training,3393
KDDsEk-tekk,3393,117,29,29,training,3393
a5M66764Ut0,3042,117,26,26,training,3042
LCof1T_ZX0o,3393,117,29,29,training,3393
Bz3j0isvv4U,5730,191,30,30,training,5730
DigvEuamQhI,3510,117,30,30,training,3510
1pb9fi3lyBI,4320,144,30,30,null,4320
5iBoqjg0F8U,2832,118,24,24,training,2832
zP-Yx1EejIQ,3422,118,29,29,validation,3422
EXS8JNlJA5M,3525,141,25,25,training,3525
Wc_kpnGqphU,3100,124,25,25,training,3100
QZ9fm5qE-7k,5850,234,25,25,training,5850
X8tSMZVjLUs,5046,174,29,29,training,5046
Y-7KJ97_u-Y,2829,123,23,23,validation,2829
fhTvgGEYtxQ,3422,118,29,29,validation,3422
LazqCwdWNNI,3422,118,29,29,validation,3422
ZlLVHW89avc,3422,118,29,29,validation,3422
9-NSODhqs9Y,3250,130,25,25,null,3250
nHsZ7atncJ0,3753,139,27,27,training,3753
Te0dxvWS1Lg,1770,118,15,15,validation,1770
9GJH_vp3MBo,3540,118,30,30,training,3540
VOTDTFZIMsk,3422,118,29,29,validation,3422
UM8FJVHWDEU,3422,118,29,29,training,3422
WCvq91LFP-g,3570,119,30,30,training,3570
iqe6NgG9TXE,3570,119,30,30,validation,3570
B0w1vdqahVY,3570,119,30,30,null,3570
TNWJhIiPQmQ,3900,130,30,30,training,3900
7o0QGoT6f50,2944,128,23,23,training,2944
xi_8sM0qnJ4,2737,119,23,23,training,2737
q4W8LbyOGvQ,3570,119,30,30,training,3570
SQqGbvmA_uQ,4002,138,29,29,validation,4002
OY-RA78o0ls,2928,122,24,24,training,2928
4dn24Nm0qVg,3690,123,30,30,validation,3690
TMcu-gcR9Io,3451,119,29,29,null,3451
GbSiZVOk3Bo,3451,119,29,29,validation,3451
HqpujF5itww,7569,261,29,29,training,7569
e5icUXzDCK0,3570,119,30,30,training,3570
Ghh5vscPWfo,12360,412,30,30,training,12360
L48oJA6GECs,3570,119,30,30,training,3570
4kJrQ1jkZmI,5655,195,29,29,training,5655
VAyNwgmR2EM,3600,120,30,30,null,3600
9X3wkncG7Y0,3570,119,30,30,validation,3570
Am1_5KDpPxg,3570,119,30,30,training,3570
jwumkeX_jdg,3630,121,30,30,training,3630
1vzuLAWqYdU,3683,127,29,29,training,3683
U27OW-FGr10,1309,119,11,11,training,1309
nEpgODt4e5Q,3600,120,30,30,training,3600
FIqdmYVUQeo,348,12,29,29,validation,348
7lkaIUaGOWA,300,12,25,25,training,300
dxjp-Va8TKg,360,12,30,30,training,360
dOX_bCFC4l8,288,12,24,24,training,288
0t49D9Z7ffo,300,12,25,25,training,300
9Hrx46hWP_c,288,12,24,24,training,288
PRzBCQZqYeg,300,12,25,25,validation,300
JDlT7JvkOF4,288,12,24,24,training,288
m4YnbVE0tFw,288,12,24,24,training,288
h-dVVDtQOV8,288,12,24,24,training,288
GsgyZ-SQS5Y,288,12,24,24,training,288
lVs7rw9-4t0,288,12,24,24,null,288
i1F5lwHlWhM,288,12,24,24,training,288
onbYCuuFZsQ,288,12,24,24,training,288
18plk2AOLkE,348,12,29,29,training,348
AIcCzSi1HZo,425,17,25,25,null,425
Wpw5l_lQ6Tw,406,14,29,29,training,406
Mq_LdRoxPjE,348,12,29,29,validation,348
MOWF3u09-FQ,319,11,29,29,validation,319
OQZ4487TRr4,390,13,30,30,training,390
N-bha8AEYIY,600,24,25,25,validation,600
eIacXo1UGFg,2726,94,29,29,training,2726
YLJNeHPp9OU,360,12,30,30,training,360
T5Cd5J6v_rQ,120,12,10,10,null,120
PchyuJWHMo4,348,12,29,29,training,348
TwqV360LyTY,348,12,29,29,training,348
RNLp2g2JKuo,132,12,11,11,training,132
1ycq5Y18RMI,348,12,29,29,training,348
si9M0HnEVxw,522,18,29,29,validation,522
BQqqHO6xmgg,360,12,30,30,training,360
9ZYQu2ZPBEI,360,12,30,30,training,360
xEp5_PZ2bQw,360,12,30,30,training,360
Jf9QCQAKGQg,330,11,30,30,validation,330
W3yv1-j2bPQ,276,12,23,23,training,276
zXmFid7ffGM,348,12,29,29,training,348
U9kR4ezix3U,348,12,29,29,training,348
Getz4Ev44LU,406,14,29,29,null,406
#NAME?,360,12,30,30,training,360
eTxy9ugZMY8,348,12,29,29,training,348
vP2YIU4QjKA,435,15,29,29,training,435
OHgeA2TF9_4,360,12,30,30,training,360
3EWms-oHZVo,348,12,29,29,training,348
KKZw3NmKTiY,348,12,29,29,training,348
C_FWMqUd-PQ,360,12,30,30,training,360
rGdUiemhd54,1479,51,29,29,training,1479
JoZYEg5NGrY,348,12,29,29,validation,348
i5DZ9iD4GsE,420,14,30,30,training,420
jUP18W50SpA,420,14,30,30,validation,420
C4z5M4OzCvo,391,17,23,23,training,391
Sjwzm5C-9cE,360,12,30,30,training,360
VKAy7RTGIPM,360,12,30,30,training,360
aInJPdQE4HQ,348,12,29,29,training,348
tZqGPb-r0VY,360,12,30,30,null,360
1hbWLhrVN8Q,360,12,30,30,training,360
bByXE_FdV_s,377,13,29,29,training,377
o03JpKO6G80,525,21,25,25,training,525
w7nfI1D1ksU,510,17,30,30,training,510
1DHtkymKFsc,348,12,29,29,training,348
sEycdcfNAHk,360,12,30,30,training,360
1CYeUBE5rfY,360,12,30,30,validation,360
hLgPkLA-Cbg,360,12,30,30,training,360
g3g7M2Xv3JY,1189,41,29,29,training,1189
kP5BS2KpVgA,360,12,30,30,validation,360
HKEoJRrfPAQ,276,12,23,23,training,276
5mtlshV4uMo,165,11,15,15,training,165
TocCKXPbFDo,360,12,30,30,training,360
9XojOuBBpjs,348,12,29,29,training,348
bOh0FiitG7Y,348,12,29,29,training,348
ZCf-bxUwAPQ,336,12,28,28,training,336
bJEGk5qSebE,360,12,30,30,training,360
aKa_O2JoAko,360,12,30,30,training,360
DTpNwtXAzUU,348,12,29,29,training,348
09a7--F7t_o,240,12,20,20,training,240
eP7D4zficGM,552,24,23,23,validation,552
NTN9VKtfF7U,360,12,30,30,validation,360
49s--kytXwE,3510,117,30,30,training,3510
oy7ndRJU0Io,276,12,23,23,training,276
SY65wfmfbJw,759,33,23,23,training,759
HUaYDvUvOtw,348,12,29,29,validation,348
E1aJ9K_II08,360,12,30,30,validation,360
vFlhXkL3Yec,360,12,30,30,validation,360
plyhf5v7FZA,348,12,29,29,validation,348
dBVn8-68qWk,522,18,29,29,validation,522
Ww7JeGk3a7s,360,12,30,30,validation,360
hntgn_bXHUA,348,12,29,29,training,348
Dq1tq1uN7d0,406,14,29,29,null,406
Rr79cTW8J90,360,12,30,30,training,360
sy-azLNWxHs,360,12,30,30,training,360
qnjB7muV22M,360,12,30,30,training,360
CT9HvykAEQs,360,12,30,30,validation,360
kd-stu6-lvM,360,12,30,30,training,360
z2PAbAPIQfA,360,12,30,30,training,360
#NAME?,406,14,29,29,training,406
qCOMycN0SS8,348,12,29,29,training,348
M5kuMp4AaHU,300,12,25,25,training,300
2qBWavaf8c0,300,12,25,25,null,300
2hvvlsEsxOI,348,12,29,29,training,348
eYTIk2G83Wo,360,12,30,30,training,360
tupJwvfAyWg,360,12,30,30,training,360
xciQMJTzf4s,360,12,30,30,training,360
YGXoKTlUIzc,522,18,29,29,validation,522
P0A676kr1-s,300,12,25,25,validation,300
cQd4PqSMJQg,360,12,30,30,null,360
cs0GSeXck3U,180,12,15,15,training,180
bxw9C57we_w,240,16,15,15,training,240
pk-zmuTKevc,504,21,24,24,training,504
BeIi4_pgnYs,348,12,29,29,training,348
JlobAQFhLLc,900,30,30,30,training,900
679aiVRb2Kk,299,13,23,23,training,299
JtqD26kHvbM,360,12,30,30,training,360
xllOn2t2bbk,348,12,29,29,validation,348
vWNos3cwjQE,144,12,12,12,training,144
S8vipsN56eA,360,12,30,30,validation,360
M9hX5sRfMTw,435,15,29,29,training,435
NZczInlQ398,475,19,25,25,training,475
DmJRFlf4Zk4,1305,45,29,29,training,1305
RCmCdaT6Z5M,240,12,20,20,null,240
6Hzowx5r76c,464,16,29,29,validation,464
PsPAgZxXBmU,1560,52,30,30,training,1560
do1UqeRmC-k,360,12,30,30,training,360
1cJOamxkr8A,360,12,30,30,null,360
#NAME?,348,12,29,29,training,348
vvjH4OmqRlM,240,12,20,20,training,240
geNAXEt8jgE,360,12,30,30,training,360
PGH61zqvYa0,360,12,30,30,validation,360
lNRm9ObH1pI,360,12,30,30,training,360
Of3FrMn7gkE,132,12,11,11,training,132
KLAs0n7wjww,300,12,25,25,training,300
JSd5lmzfkZ0,348,12,29,29,validation,348
WiKiu4hMSjE,4250,170,25,25,training,4250
eWWUbbtvMUE,360,12,30,30,validation,360
thiXyQzkrz4,300,12,25,25,training,300
O4DZ3ZHQfOE,324,12,27,27,training,324
nVGGa21Wpcc,13920,480,29,29,training,13920
dyvX1Jv0RE0,1711,59,29,29,null,1711
0xemFMRFeWs,551,19,29,29,training,551
XLsTKLHAdK0,348,12,29,29,training,348
x1A68FCCpMA,360,12,30,30,training,360
8FcPDCG6bdc,348,12,29,29,training,348
JDSB26323IA,1800,60,30,30,training,1800
h10gr9ynEEA,850,34,25,25,training,850
3uKiB-WO6OY,348,12,29,29,training,348
DHJCBJlXyc0,348,12,29,29,validation,348
c84SWrLqgo0,585,39,15,15,training,585
fHGE5xS1D30,435,15,29,29,training,435
T266HSl8Jqo,348,12,29,29,training,348
Q2GVwzY9jjw,360,12,30,30,training,360
W0dKSjeu_s4,377,13,29,29,training,377
RusOpugsSto,288,12,24,24,validation,288
Vc6v0atHO5A,360,12,30,30,training,360
7n8M4A77mUc,300,12,25,25,training,300
CsSe61E5wOM,360,12,30,30,training,360
eBUPth3mxS8,576,24,24,24,training,576
i-G3gYu3j5I,390,13,30,30,training,390
1PTnoN0XWUE,420,14,30,30,validation,420
cQEPru9at-w,360,12,30,30,training,360
lrNxe6Z3T30,360,12,30,30,training,360
uvw56tvko7M,360,12,30,30,training,360
5FdZHujEFZ8,300,12,25,25,null,300
lEfgFt1n-uQ,4814,166,29,29,validation,4814
zsddGGcgl2M,325,13,25,25,training,325
k7NRBGiNhKI,360,12,30,30,validation,360
Z0C3JEBStLI,1102,38,29,29,training,1102
Em1yAzfo1yw,348,12,29,29,validation,348
Hsq2Hr1wiWI,348,12,29,29,training,348
nU-azzb1YQQ,360,12,30,30,training,360
SuFQYysDMr8,300,30,10,10,null,300
PaPOR-cUaZY,435,15,29,29,training,435
5whS62jqNw0,348,12,29,29,training,348
enPZ1ViRduc,348,12,29,29,null,348
7-62XSet6aQ,500,20,25,25,null,500
Kw5KnbTGGso,406,14,29,29,training,406
TwhOQZFdoBE,360,12,30,30,training,360
dbaWSZCYeyA,348,12,29,29,null,348
RTXJxRyVgyg,360,12,30,30,training,360
WjjoyqM9WSU,360,12,30,30,validation,360
X4jaus3LluA,580,20,29,29,training,580
D3D58sNFoFA,816,34,24,24,null,816
wbJs89vAGTI,3480,120,29,29,training,3480
t0Q7bdJ10Fo,2852,124,23,23,training,2852
HYrh6WkO2fw,3600,120,30,30,validation,3600
LMkKgJfKxJU,3150,126,25,25,training,3150
#NAME?,3480,120,29,29,training,3480
SsNA-bNjDuw,1200,120,10,10,training,1200
3YQK78bBmBo,3480,120,29,29,training,3480
Ram4ixx-e5M,2880,120,24,24,training,2880
AGowaRWDGtM,2880,120,24,24,training,2880
OALXV8Jlevo,3480,120,29,29,training,3480
36ayvzAntvs,3600,120,30,30,training,3600
06qMgdwq9Lc,2880,120,24,24,training,2880
nv3FVjEIyvI,1200,120,10,10,training,1200
Z7s6EkqhTbA,3600,120,30,30,validation,3600
HRDYNvaOj3M,3600,120,30,30,validation,3600
NHA9eWSnYqw,3625,125,29,29,training,3625
DP2gUQSXP5U,3480,120,29,29,training,3480
ZFTAY8h6jLc,3000,120,25,25,null,3000
LP71IN8Md0c,3600,120,30,30,null,3600
5Tr968Vx2no,3600,120,30,30,training,3600
Z2oviQC_L7w,3510,130,27,27,training,3510
KnNcJxJqAdw,3360,120,28,28,validation,3360
m5Q9s5v-Gw4,2806,122,23,23,null,2806
bISgZJqodoc,2540,127,20,20,training,2540
qcAmd4uTwu4,11490,383,30,30,training,11490
eLRiv1JRpTg,3630,121,30,30,validation,3630
x7vo4KiG3O4,3509,121,29,29,training,3509
aM7VXrYu7yI,3509,121,29,29,null,3509
#NAME?,4437,153,29,29,training,4437
AwRevqqrjBQ,3750,125,30,30,training,3750
fJtgXL49TUQ,3630,121,30,30,training,3630
XIVb-zt3Q1E,3509,121,29,29,training,3509
NcfeLEePAvw,3509,121,29,29,null,3509
HCjhOcrlxks,3630,121,30,30,training,3630
2NvKCzZVZ_c,3630,121,30,30,training,3630
Yhxi8O_Bxuk,3275,131,25,25,training,3275
nyEFFLNEPA8,3596,124,29,29,training,3596
3-3AgIvFPD8,3660,122,30,30,training,3660
lj6apn8n3dY,3075,123,25,25,training,3075
_1E2-Puthlw,3660,122,30,30,validation,3660
J7UUoQabi0Y,3611,157,23,23,training,3611
nok3TOwOxsE,3538,122,29,29,training,3538
Cynn0KhkaKk,6720,224,30,30,training,6720
SBXunhmkF6A,3741,129,29,29,training,3741
pEP0sMO-nUQ,3050,122,25,25,null,3050
x31pHm5jX8M,3538,122,29,29,training,3538
BaeUkxPeCYc,2928,122,24,24,null,2928
kK4SO7IsReg,7250,250,29,29,training,7250
HEBP2DaqJJ4,2706,123,22,22,training,2706
xw27CxuuPZw,3690,123,30,30,training,3690
AIK-F5kgxG8,3075,123,25,25,training,3075
5wzuWtaj9xE,3567,123,29,29,null,3567
ZyurckX_RUM,3690,123,30,30,training,3690
p6mtLMD5dFQ,1920,128,15,15,validation,1920
SvE_0VULmFc,3720,124,30,30,training,3720
2kl1zTZ_nJ8,2990,130,23,23,training,2990
SEVnRnCwRFg,1736,124,14,14,null,1736
p3PaSrsYMww,3690,123,30,30,training,3690
L0qF3WwprVU,4176,144,29,29,training,4176
xqMDihf4GHA,3625,125,29,29,training,3625
BNVULkJK6Rw,3720,124,30,30,null,3720
2Jqf9GIMh5Y,3075,123,25,25,training,3075
l0SNfRFp3iA,4292,148,29,29,training,4292
SvHUZgOueEM,2226,159,14,14,training,2226
7LRz1IrbpeM,3930,131,30,30,training,3930
xITebczjESE,4110,137,30,30,training,4110
O1fgmU02LpQ,4380,146,30,30,training,4380
W0ziUw8AVkc,3596,124,29,29,training,3596
QnHf1yr8qsM,3720,124,30,30,null,3720
iwtGHLkb9Jo,4147,143,29,29,null,4147
tWbCOjG3SRo,3770,130,29,29,null,3770
dlXCMo3H-vU,2852,124,23,23,validation,2852
6ksUMQ3NZ2M,5730,191,30,30,training,5730
c8v0X0I_N5w,3720,124,30,30,training,3720
gIYskR0Ayu8,3250,130,25,25,training,3250
DvPyVFKiZ1I,4031,139,29,29,training,4031
qTXGKizC5r8,3750,125,30,30,training,3750
6TzuYNcRJ_4,7511,259,29,29,training,7511
Ds1P1oTjNlo,6525,225,29,29,training,6525
Oe00xrRKr28,3712,128,29,29,validation,3712
5GJfuMEIp1w,3625,125,29,29,training,3625
JQ8U4pEvWxc,3750,125,30,30,training,3750
srs6XIJzz8s,3625,125,29,29,training,3625
82wiylnX7cU,3625,125,29,29,training,3625
Iqofif1zUyA,6380,220,29,29,training,6380
cdcwfcgJ1ps,3780,126,30,30,validation,3780
#NAME?,3150,126,25,25,training,3150
tcYSOeW2d_A,3780,126,30,30,training,3780
7xyBsToOzpY,3150,126,25,25,training,3150
qflqzR-d1qs,3857,133,29,29,training,3857
z5zmqiuMJG4,3828,132,29,29,training,3828
TiTHxbZ9VHM,3048,127,24,24,null,3048
aHafEi-Qfr4,5310,354,15,15,training,5310
k9SuxJCqLRo,3654,126,29,29,training,3654
8MCMn7zy-u8,3712,128,29,29,training,3712
jyb-wINyThI,3654,126,29,29,validation,3654
FTgDwdP8IjU,3810,127,30,30,training,3810
3bxnj67nriI,3683,127,29,29,validation,3683
EV4_z0E7hcM,4560,152,30,30,training,4560
DWda_KChZE0,3275,131,25,25,training,3275
2mdu2yjYLOI,2921,127,23,23,validation,2921
znQgRUiPqEo,3683,127,29,29,training,3683
00cQFKiCrqs,3683,127,29,29,training,3683
f9pAoPHjOfM,3810,127,30,30,training,3810
hpkMNE5lG2Q,4118,142,29,29,training,4118
wllavmlMe8g,3175,127,25,25,validation,3175
Zb3ZY-J5jb8,3900,130,30,30,training,3900
BOgvYvV7rMo,3810,127,30,30,training,3810
A_8uZ-2irVU,3990,133,30,30,validation,3990
jn0HA0FmDGE,3900,130,30,30,training,3900
cPKeTYHSBeY,3810,127,30,30,null,3810
UVq7-EWbdoU,4321,149,29,29,training,4321
euEH1ECyinY,3200,128,25,25,training,3200
uvv0tgb-4Xg,4050,135,30,30,training,4050
2fjB8mt3qt4,2944,128,23,23,training,2944
XPJHwQkkjZc,3712,128,29,29,training,3712
QCLEiiHbILk,3712,128,29,29,training,3712
Aw_RKYc4U_c,3712,128,29,29,training,3712
fib6rObi9bY,3250,130,25,25,training,3250
kJt5Sv4heqs,4292,148,29,29,training,4292
BBl5YCHgjFo,3990,133,30,30,training,3990
GI9_4MSxq6k,3200,128,25,25,training,3200
5mH6EGVew_0,3840,128,30,30,training,3840
c8rPKbUljx8,3105,135,23,23,training,3105
jPcfPxx9fWQ,1965,131,15,15,validation,1965
pb4k-1IS5Go,7192,248,29,29,validation,7192
ILep7DUgD28,4170,139,30,30,training,4170
YLImpwjxeko,3381,147,23,23,validation,3381
kNeJfsazgcw,4050,135,30,30,training,4050
qcvjcWCQ0b8,3741,129,29,29,training,3741
cA-fXYafFYU,3870,129,30,30,training,3870
TGXdHBZUyVY,4410,147,30,30,training,4410
jAaguEZ54XI,3933,171,23,23,training,3933
UT4yvDP8EPs,4050,135,30,30,training,4050
jtLJkRm9Z90,3741,129,29,29,training,3741
c5-35VgdcQE,390,13,30,30,training,390
lIuZhQXUefI,377,13,29,29,validation,377
GAW8qnWwWgs,300,12,25,25,training,300
GFDcaXSXy7Q,377,13,29,29,training,377
lzSXx8JGEcA,156,13,12,12,training,156
ocJMM8vCmT4,1260,42,30,30,validation,1260
Hfeb70ocXfM,4379,151,29,29,validation,4379
Tn66kaXRpJg,377,13,29,29,training,377
WVPGByJ_0m0,420,14,30,30,null,420
k4mDdahzcGc,406,14,29,29,training,406
jXZA2pQCCgE,390,13,30,30,training,390
kFn3gnv8Rcg,325,13,25,25,training,325
fXToTu9wfy8,406,14,29,29,validation,406
Pbduex-e7zc,2370,79,30,30,training,2370
RKjQvOJ5mIM,1620,54,30,30,training,1620
neIHK6SMgTA,270,18,15,15,training,270
TP3oxWlxq5Q,299,13,23,23,validation,299
CbRoSHIadb0,360,12,30,30,training,360
TZCzxhAV3zs,390,13,30,30,training,390
NhrZjswm8OY,260,13,20,20,training,260
2xdtT9VMxik,336,14,24,24,training,336
5KKxkRivgsg,390,13,30,30,training,390
C5g_42XBMHg,540,18,30,30,validation,540
lI8xchGu0dQ,400,16,25,25,training,400
cUm4eKfoHKk,390,13,30,30,training,390
1pMO8lxDfV8,377,13,29,29,training,377
PpTGq8M_w2I,420,14,30,30,training,420
bGRD16JIeVA,342,19,18,18,training,342
N_AjK1vXi6U,377,13,29,29,training,377
cpVAeP9N_-s,377,13,29,29,training,377
bTzHJzEc9ok,377,13,29,29,validation,377
kG8n5nZ8iTg,377,13,29,29,training,377
xcOBHWfwSVs,390,13,30,30,training,390
2q9yds2Dxjg,390,13,30,30,training,390
bo40UvyUob0,390,13,30,30,training,390
mM6XHOebiFg,600,20,30,30,validation,600
Whmx8d2Oi2c,377,13,29,29,training,377
OJh3H9p-514,464,16,29,29,training,464
zj2nfbPHwzE,325,13,25,25,validation,325
kOC4PP-jJjk,195,13,15,15,training,195
jlauK7DGwGk,435,15,29,29,training,435
AlphI6iuHGw,276,23,12,12,training,276
Kk47nRrsy8E,1276,44,29,29,training,1276
